Human,Mouse
256933,208990
256949,80880
256957,629303
256979,194974
256987,218442
257019,242506
257044,631584
257062,106757
257068,433022
257106,226652
257144,14525
257160,235315
257169,214106
257177,75472
257194,320840
257202,75512
257218,268281
257236,66717
257240,245683
257313,224065
257364,235406
257397,66724
257407,72792
257415,68152
257629,72074
258010,75744
259173,235633
259215,433099
259217,73442
259230,208449
259232,338370
259236,20776
259239,629761
259240,629754
259249,243979
259266,12316
259282,665775
259285,353148
259286,387515
259287,387353
259293,353165
259295,387348
260293,81906
260425,99470
260429,353130
261726,226591
261729,74051
261734,260305
266553,218165
266629,380683
266722,50787
266727,74762
266743,225872
266812,58243
266977,77596
280636,72657
282679,66333
282763,259126
282770,258347
282775,259012
282809,382406
282966,67085
282969,69064
282973,74004
282974,57740
282991,73689
282996,73713
283078,210719
283092,258984
283093,258979
283129,622554
283130,107375
283149,80288
283150,382074
283152,270150
283162,258794
283189,258563
283208,320452
283209,70974
283212,72184
283219,622320
283232,71448
283234,78317
283237,70387
283238,207151
283248,104383
283254,241547
283297,18314
283298,244198
283310,628870
283349,192678
283358,330406
283373,237615
283375,72002
283377,66701
283383,243277
283385,74890
283417,320752
283420,232414
283431,237436
283446,231646
283450,269700
283455,333050
283459,384281
283464,223827
283471,75002
283489,101994
283514,380918
283518,328424
283537,71706
283554,70713
283576,238331
283578,382620
283600,104910
283629,71099
283638,217882
283643,104732
283652,317750
283659,235472
283677,73673
283694,258659
283726,330577
283742,68215
283748,78390
283847,320022
283848,234677
283849,277978
283869,381073
283870,319259
283871,67078
283897,101602
283899,233875
283927,67528
283948,621239
283951,214489
283953,74720
283985,328035
283987,217310
283989,76265
283991,319370
283999,546519
284001,71276
284004,238023
284013,327956
284018,69066
284040,66338
284058,76719
284067,75437
284069,217219
284071,268491
284076,237930
284083,100503535
284086,140859
284098,70325
284099,628813
284106,217149
284110,57911
284111,237831
284114,380705
284119,19285
284129,268512
284131,338371
284161,66569
284184,208501
284207,210029
284217,16772
284252,106931
284266,620235
284273,225791
284297,269855
284307,22775
284325,414069
284338,623131
284339,330485
284340,232983
284346,101544
284348,76942
284352,232947
284353,69547
284358,74490
284359,73456
284361,69683
284366,101533
284382,69481
284403,233064
284406,330502
284417,330460
284418,243822
284422,72273
284427,103775
284434,319555
284439,73095
284443,431706
284451,382384
284467,329731
284485,66353
284486,66198
284521,259071
284546,67646
284611,329739
284612,17306
284613,72023
284615,545554
284654,192199
284656,230735
284680,76925
284695,54367
284697,100503185
284716,194237
284723,384071
284904,103655
284948,71130
284992,78016
284996,67702
285016,100294583
285025,545428
285051,75467
285126,231098
285141,66748
285148,67732
285172,213056
285175,329178
285180,435626
285193,67446
285195,331004
285220,13840
285237,67609
285282,67657
285313,242050
285315,329659
285331,320234
285335,208169
285343,382117
285362,58911
285367,101122
285368,210673
285381,105638
285382,72190
285386,71338
285423,71831
285440,102294
285489,231134
285498,671564
285513,243385
285521,231430
285525,75581
285527,72313
285555,381476
285588,69306
285590,268396
285598,56795
285600,72371
285601,238725
285605,68857
285613,225392
285636,106064
285641,215332
285659,258334
285671,71816
285672,67288
285676,237758
285704,68799
285753,103268
285755,73075
285761,66686
285782,71213
285800,320111
285848,433091
285852,224840
285855,66229
285877,432536
285966,232748
285971,243372
285973,213948
286006,380755
286046,219149
286053,68501
286075,69020
286077,105732
286097,78506
286128,22701
286133,71145
286144,208820
286148,381510
286151,78803
286183,269513
286187,69312
286204,241324
286205,320271
286207,227736
286256,77701
286257,227622
286262,97031
286319,69136
286336,241303
286343,52829
286365,258600
286410,320940
286436,69389
286451,77929
286464,100041373
286514,215641
286676,106347
286753,237858
286826,72568
286827,66949
287015,78911
317649,66892
317662,105428
317671,218341
317701,665525
317703,171234
317719,66720
317761,75801
317762,668158
317772,621893
317781,69663
319100,215855
319101,223915
326340,317755
326624,58222
326625,77697
327657,71907
333926,71887
333929,30927
337867,68889
337876,78923
337878,71363
337879,16703
337880,16693
337959,268905
337970,170654
337976,622935
338094,230579
338321,243874
338322,244202
338323,76858
338328,68453
338339,17474
338376,230405
338398,387512
338440,71345
338442,80885
338557,107221
338567,332396
338596,241230
338599,435391
338645,233271
338657,382073
338661,75667
338662,258854
338675,258573
338692,68423
338699,73845
338707,330671
338751,258160
338755,258350
338761,239659
338773,231633
338785,223917
338811,268354
338872,239126
338879,75019
338917,12677
338949,73893
339105,330657
339122,69834
339123,72106
339145,436062
339168,100503361
339175,52686
339221,238011
339229,66431
339230,67291
339231,70317
339287,74026
339291,240131
339302,225644
339324,26466
339327,22648
339344,232934
339345,378430
339366,66548
339390,75863
339398,320747
339403,242093
339416,73844
339448,97159
339451,231003
339453,381582
339456,69671
339479,215378
339487,67106
339488,332937
339501,216797
339512,78465
339541,381544
339559,381549
339665,103710
339669,73376
339745,76857
339766,100040766
339768,227357
339778,75434
339779,76627
339804,67358
339829,51938
339834,434438
339855,16716
339896,73748
339906,235628
339965,320696
339967,194597
339976,244448
339977,231296
339983,269642
340024,74338
340061,72512
340069,225497
340075,545260
340120,218440
340146,76157
340152,237256
340156,238564
340168,434423
340205,71326
340260,22255
340267,213945
340273,77706
340277,231946
340348,232670
340351,76223
340359,268807
340419,239405
340481,68268
340485,230379
340526,331474
340527,100042480
340533,245555
340543,331532
340554,547176
340562,73809
340578,245403
340595,619287
340596,237091
340654,78753
340665,546726
340706,240675
340719,332397
340745,239038
340784,15373
340980,259049
340990,18419
341032,69809
341116,69826
341152,259066
341208,244698
341276,259035
341277,244199
341346,69371
341359,54526
341392,233801
341405,208258
341416,258281
341567,70069
341640,242022
341676,330721
341799,404319
341880,75288
342035,235379
342125,233424
342346,78809
342357,210162
342371,52335
342372,244646
342510,217306
342527,276829
342574,16675
342618,237890
342667,217154
342865,58188
342892,69623
342897,233038
342898,68416
342918,69349
342933,170734
342945,232878
342977,244551
342979,74337
343035,74023
343066,435815
343099,73254
343169,258614
343171,404346
343172,257917
343263,68753
343413,677296
343450,240776
343472,104382
343521,242646
343578,545481
343637,228770
343641,241636
343702,228787
343930,56184
344018,26910
344022,384452
344148,210356
344167,232077
344191,14029
344387,381113
344558,237353
344657,68307
344658,75953
344752,639634
344758,229357
344805,208171
344838,75552
344892,224055
344901,239790
344905,268878
345062,368202
345079,78088
345193,242235
345222,403174
345274,75750
345275,243168
345456,75477
345462,214779
345557,239318
345611,15944
345643,622408
345651,238880
345757,67698
345778,382793
345895,212892
345930,100045792
346171,22715
346288,74222
346389,238455
346525,258292
346562,242851
346653,245884
346673,20899
346689,74253
347051,241877
347148,227717
347168,18328
347169,259053
347240,109242
347252,75426
347273,68016
347365,634882
347404,236285
347454,245381
347475,434778
347487,631784
347516,668257
347730,74342
347731,216028
347732,76856
347733,73710
347734,73836
347735,230779
347736,623534
347741,69602
347853,109575
347862,213350
347902,105827
348013,272465
348093,71973
348094,384945
348180,66965
348235,66140
348262,192173
348303,280621
348378,545667
348487,277743
348654,209334
348793,68980
348801,100503609
348807,243538
348932,22598
348938,214112
348980,15165
348995,69912
349136,269633
349149,118446
349565,74080
349667,269295
350383,217302
352909,436022
352999,67719
353116,75695
353134,66203
353144,66344
353164,387356
353189,227394
353238,242726
353274,235682
353288,320864
353299,240816
353322,654824
353345,353346
353376,225471
353514,232801
359710,378700
359845,76566
359948,270110
360023,226470
360200,432478
360203,71103
360226,71003
373156,76263
373509,75083
373863,213236
374286,213980
374291,75406
374308,74675
374354,66866
374355,75645
374378,233733
374395,67706
374403,108995
374407,69387
374454,406220
374462,237523
374467,380654
374470,76640
374569,104816
374618,21778
374654,16576
374655,209225
374739,73407
374768,74288
374786,319634
374864,70950
374868,50771
374877,76406
374882,235043
374887,234365
374897,282619
374907,232984
374920,321008
374946,70433
374955,329972
374969,69216
374973,75173
374977,381538
374986,215708
375033,73182
375035,108735
375056,338366
375057,381310
375061,69627
375189,382562
375190,207921
375287,71684
375298,228094
375307,241112
375316,329207
375323,269788
375337,671232
375341,112418
375346,69179
375387,224109
375444,67392
375449,328329
375484,319719
375567,319922
375611,80979
375612,269629
375616,333088
375686,74281
375704,69638
375743,72351
375748,76251
375757,72931
375759,73598
375775,241274
375790,11603
375791,67859
376132,237560
376497,26457
376940,78751
377007,70788
377047,260408
377677,71934
377841,72090
378708,69928
378807,329954
378884,105193
378925,71300
386617,243043
386618,67516
386681,100503388
386724,320844
386746,381974
387032,72739
387103,66311
387104,67412
387119,100038725
387129,319239
387263,67912
387267,71623
387332,227606
387338,72181
387357,210757
387496,68895
387509,100129
387521,407243
387597,100039795
387640,72668
387694,328381
387700,240638
387707,668310
387712,226265
387718,73808
387733,73835
387748,258309
387755,233752
387758,67606
387763,620695
387787,67164
387804,69137
387837,71183
387849,66532
387856,239650
387882,69784
387885,546886
387890,545798
387893,67956
387914,219134
387921,212114
387923,72661
387990,75266
388015,353326
388021,104885
388115,214239
388121,244882
388125,75697
388135,319477
388228,104175
388272,66714
388284,71046
388323,216871
388324,103844
388325,327957
388327,75304
388333,74673
388335,338369
388336,380702
388341,192976
388364,66601
388381,72215
388389,73293
388394,104582
388403,77864
388419,72014
388531,243923
388533,64661
388536,233056
388551,330483
388552,232946
388555,232925
388558,78251
388564,664968
388581,67389
388585,15208
388588,68859
388591,433809
388595,213989
388610,69539
388611,69655
388630,666048
388633,546840
388646,229900
388649,76421
388650,67266
388662,229706
388695,217779
388697,68723
388698,229574
388701,73545
388722,69549
388730,74626
388743,170725
388753,67892
388799,76426
388818,69533
388886,192734
388931,432628
388939,225004
388946,78469
388962,78653
388963,71837
388969,68364
389015,110895
389058,64406
389072,241075
389073,98303
389075,19711
389084,73234
389118,69398
389119,68176
389124,75470
389125,66175
389136,73569
389158,100504689
389161,242037
389170,624866
389177,208613
389203,66278
389206,666938
389207,433899
389208,243083
389257,432779
389320,67343
389336,225443
389337,328967
389362,69666
389383,328788
389384,207819
389396,435528
389400,404194
389421,380669
389422,629461
389432,320825
389434,70337
389493,69034
389541,66096
389549,73191
389558,208164
389610,319581
389643,100503545
389658,620393
389668,381246
389692,378435
389792,72500
389799,329375
389813,381353
389816,227618
389827,66139
389840,270672
389856,54651
389941,227580
390010,20231
390038,258358
390054,18370
390058,18365
390059,258961
390063,258819
390064,259075
390066,259058
390067,258746
390072,259051
390077,259100
390081,258355
390084,259047
390093,258720
390110,381411
390144,258636
390148,258631
390152,258587
390154,258363
390155,258362
390157,258575
390162,258216
390167,258582
390168,258580
390174,258562
390181,258427
390190,258121
390191,258696
390195,258680
390197,258676
390199,258155
390201,258405
390205,278795
390212,269053
390243,64931
390259,244813
390260,258608
390264,259110
390265,259109
390321,258934
390323,258935
390326,258321
390431,258486
390437,258487
390439,257884
390443,328401
390445,258420
390594,74492
390595,208080
390616,330998
390637,269952
390648,258271
390649,258439
390667,68509
390748,382035
390790,217151
390792,237934
390874,246086
390882,258515
390916,110959
390928,101744
390992,15207
391013,18781
391059,20321
391107,258267
391112,546747
391123,240916
391189,258373
391195,258531
391196,258443
391253,78239
391365,73671
391475,241073
391723,234219
392138,258990
392255,242316
392275,100503915
392307,242408
392309,56015
392390,258656
392391,258371
392399,77704
392465,69824
392509,74448
392617,243312
392636,319660
392862,170935
393046,258270
399473,101809
399474,623230
399512,71998
399664,237400
399665,98952
399687,360013
399694,271849
399697,381418
399814,233918
399818,72096
399823,270004
399909,104401
399947,330941
399949,235345
399967,330921
399979,102607
400120,329641
400224,217682
400258,319942
400451,100038347
400506,66356
400566,74230
400569,66172
400668,73106
400673,106639
400745,230863
400746,230822
400757,70941
400793,665574
400831,228767
400916,103172
400954,237711
400961,232164
401024,241516
401036,208372
401097,68725
401115,381633
401124,100322896
401137,73779
401138,71421
401145,232035
401190,52882
401207,77422
401236,380842
401251,78376
401262,114570
401265,244923
401387,242838
401399,101359
401409,19331
401466,69126
401474,320679
401494,66775
401498,320500
401541,66336
401546,242484
401548,209131
401551,76646
401565,68222
401612,67062
401647,71146
401665,258357
401720,668225
401934,100045778
401944,435811
